Region,Mun_City,Barangay,Bgy_Old names,"Urban / Rural
(based on 2020 CPH)",2020 Census Popn
Region I (Ilocos Region),Piddig,Sucsuquen,,R,689
Region I (Ilocos Region),Piddig,Tangaoan,,R,1119
Region I (Ilocos Region),Piddig,Tonoton,,R,1564
Region I (Ilocos Region),Pinili,Aglipay,,R,653
Region I (Ilocos Region),Pinili,Apatut-Lubong,,R,391
Region I (Ilocos Region),Pinili,Badio,,R,1398
Region I (Ilocos Region),Pinili,Barbar,,R,738
Region I (Ilocos Region),Pinili,Buanga,,R,457
Region I (Ilocos Region),Pinili,Bulbulala,,R,509
Region I (Ilocos Region),Pinili,Bungro,,R,391
Region I (Ilocos Region),Pinili,Cabaroan,,R,509
Region I (Ilocos Region),Pinili,Capangdanan,,R,760
Region I (Ilocos Region),Pinili,Dalayap,,R,621
Region I (Ilocos Region),Pinili,Darat,,R,1081
Region I (Ilocos Region),Pinili,Gulpeng,,R,384
Region I (Ilocos Region),Pinili,Liliputen,,R,546
Region I (Ilocos Region),Pinili,Lumbaan-Bicbica,,R,751
Region I (Ilocos Region),Pinili,Nagtrigoan,,R,748
Region I (Ilocos Region),Pinili,Pagdilao ,,R,1142
Region I (Ilocos Region),Pinili,Pugaoan,,R,608
Region I (Ilocos Region),Pinili,Puritac,,R,574
Region I (Ilocos Region),Pinili,Sacritan,,R,1243
Region I (Ilocos Region),Pinili,Salanap,,R,488
Region I (Ilocos Region),Pinili,Santo Tomas,,R,722
Region I (Ilocos Region),Pinili,Tartarabang,,R,1001
Region I (Ilocos Region),Pinili,Puzol,,R,256
Region I (Ilocos Region),Pinili,Upon,,R,586
Region I (Ilocos Region),Pinili,Valbuena ,,R,1069
Region I (Ilocos Region),San Nicolas,San Francisco ,,U,1783
Region I (Ilocos Region),San Nicolas,San Ildefonso ,,R,1743
Region I (Ilocos Region),San Nicolas,San Agustin,,U,2475
Region I (Ilocos Region),San Nicolas,San Baltazar ,,U,804
Region I (Ilocos Region),San Nicolas,San Bartolome ,,R,834
Region I (Ilocos Region),San Nicolas,San Cayetano ,,R,847
Region I (Ilocos Region),San Nicolas,San Eugenio ,,R,1021
Region I (Ilocos Region),San Nicolas,San Fernando ,,R,1131
Region I (Ilocos Region),San Nicolas,San Gregorio ,,R,1987
Region I (Ilocos Region),San Nicolas,San Guillermo,,U,1678
Region I (Ilocos Region),San Nicolas,San Jose ,,R,1452
Region I (Ilocos Region),San Nicolas,San Juan Bautista ,,R,2940
Region I (Ilocos Region),San Nicolas,San Lorenzo,,R,2359
Region I (Ilocos Region),San Nicolas,San Lucas ,,R,1280
Region I (Ilocos Region),San Nicolas,San Marcos,Payas,R,3006
Region I (Ilocos Region),San Nicolas,San Miguel ,,R,1699
Region I (Ilocos Region),San Nicolas,San Pablo,,U,1769
Region I (Ilocos Region),San Nicolas,San Paulo ,,R,945
Region I (Ilocos Region),San Nicolas,San Pedro,Bingao,R,1969
Region I (Ilocos Region),San Nicolas,San Rufino ,,R,1145
Region I (Ilocos Region),San Nicolas,San Silvestre ,,R,857
Region I (Ilocos Region),San Nicolas,Santa Asuncion,Samac,R,923
Region I (Ilocos Region),San Nicolas,Santa Cecilia,Barabar,R,2043
Region I (Ilocos Region),San Nicolas,Santa Monica,Nagrebcan,R,2205
Region I (Ilocos Region),Sarrat,San Agustin ,,R,565
Region I (Ilocos Region),Sarrat,San Andres,,R,1503
Region I (Ilocos Region),Sarrat,San Antonio,,R,1194
Region I (Ilocos Region),Sarrat,San Bernabe,,R,237
Region I (Ilocos Region),Sarrat,San Cristobal,,R,1668
Region I (Ilocos Region),Sarrat,San Felipe,,R,1113
Region I (Ilocos Region),Sarrat,San Francisco ,,R,969
Region I (Ilocos Region),Sarrat,San Isidro,,R,1103
Region I (Ilocos Region),Sarrat,San Joaquin ,,U,1433
Region I (Ilocos Region),Sarrat,San Jose,,R,1598
Region I (Ilocos Region),Sarrat,San Juan,,R,772
Region I (Ilocos Region),Sarrat,San Leandro ,,R,1268
Region I (Ilocos Region),Sarrat,San Lorenzo,,R,930
Region I (Ilocos Region),Sarrat,San Manuel,,R,878
Region I (Ilocos Region),Sarrat,San Marcos,,R,1403
Region I (Ilocos Region),Sarrat,San Nicolas,,R,1747
Region I (Ilocos Region),Sarrat,San Pedro,,R,933
Region I (Ilocos Region),Sarrat,San Roque,,R,898
Region I (Ilocos Region),Sarrat,San Vicente ,,R,933
Region I (Ilocos Region),Sarrat,Santa Barbara ,,R,569
Region I (Ilocos Region),Sarrat,Santa Magdalena,,R,807
Region I (Ilocos Region),Sarrat,Santa Rosa,,R,973
Region I (Ilocos Region),Sarrat,Santo Santiago,,R,775
Region I (Ilocos Region),Sarrat,Santo Tomas,,R,917
Region I (Ilocos Region),Solsona,Aguitap,,R,904
Region I (Ilocos Region),Solsona,Bagbag,,R,671
Region I (Ilocos Region),Solsona,Bagbago,,R,1172
Region I (Ilocos Region),Solsona,Barcelona,,R,1405
Region I (Ilocos Region),Solsona,Bubuos,,R,842
Region I (Ilocos Region),Solsona,Capurictan,,R,1154
Region I (Ilocos Region),Solsona,Catangraran,,R,1399
Region I (Ilocos Region),Solsona,Darasdas,,R,1480
Region I (Ilocos Region),Solsona,Juan ,,R,2402
Region I (Ilocos Region),Solsona,Laureta ,,R,1449
Region I (Ilocos Region),Solsona,Lipay,,R,354
Region I (Ilocos Region),Solsona,Maananteng,,R,1294
Region I (Ilocos Region),Solsona,Manalpac,,R,2130
Region I (Ilocos Region),Solsona,Mariquet,,R,1263
Region I (Ilocos Region),Solsona,Nagpatpatan,,R,710
Region I (Ilocos Region),Solsona,Nalasin,,R,735
Region I (Ilocos Region),Solsona,Puttao,,R,1301
Region I (Ilocos Region),Solsona,San Juan,,R,564
Region I (Ilocos Region),Solsona,San Julian,,R,279
Region I (Ilocos Region),Solsona,Santa Ana,,R,1283
Region I (Ilocos Region),Solsona,Santiago,,R,964
Region I (Ilocos Region),Solsona,Talugtog,,R,1096
Region I (Ilocos Region),Vintar,Abkir,,R,1276
Region I (Ilocos Region),Vintar,Alsem,,R,560
Region I (Ilocos Region),Vintar,Bago,,R,394
Region I (Ilocos Region),Vintar,Bulbulala,,R,1331
Region I (Ilocos Region),Vintar,Cabangaran,,R,612
Region I (Ilocos Region),Vintar,Cabayo,,R,559
Region I (Ilocos Region),Vintar,Cabisocolan,,R,795
Region I (Ilocos Region),Vintar,Canaam,,R,795
Region I (Ilocos Region),Vintar,Columbia,,R,821
Region I (Ilocos Region),Vintar,Dagupan,,R,619
Region I (Ilocos Region),Vintar,Pedro F. Alviar,Diaton,R,923
Region I (Ilocos Region),Vintar,Dipilat,,R,1211
Region I (Ilocos Region),Vintar,Esperanza,,R,389
Region I (Ilocos Region),Vintar,Ester,,R,1551
Region I (Ilocos Region),Vintar,Isic Isic,,R,1788
Region I (Ilocos Region),Vintar,Lubnac,,R,1889
Region I (Ilocos Region),Vintar,Mabanbanag,,R,676
Region I (Ilocos Region),Vintar,Alejo Malasig,,R,1230
Region I (Ilocos Region),Vintar,Manarang,,R,667
Region I (Ilocos Region),Vintar,Margaay,,R,813
Region I (Ilocos Region),Vintar,Namoroc,,R,832
Region I (Ilocos Region),Vintar,Malampa,Peninaan-Malampa,R,780
Region I (Ilocos Region),Vintar,Parparoroc,,R,1365
Region I (Ilocos Region),Vintar,Parut,,R,1433
Region I (Ilocos Region),Vintar,Salsalamagui,,R,1181
Region I (Ilocos Region),Vintar,San Jose,Lipay,R,839
Region I (Ilocos Region),Vintar,San Nicolas ,,R,1126
Region I (Ilocos Region),Vintar,San Pedro ,,R,901
Region I (Ilocos Region),Vintar,San Ramon ,,R,1375
Region I (Ilocos Region),Vintar,San Roque ,,R,1069
Region I (Ilocos Region),Vintar,Santa Maria ,,R,1036
Region I (Ilocos Region),Vintar,Tamdagan,,R,1351
Region I (Ilocos Region),Vintar,Visaya,,R,1152
Region I (Ilocos Region),Alilem,Alilem Daya ,,R,1684
Region I (Ilocos Region),Alilem,Amilongan,,R,624
Region I (Ilocos Region),Alilem,Anaao,,R,871
Region I (Ilocos Region),Alilem,Apang,,R,455
Region I (Ilocos Region),Alilem,Apaya,,R,598
Region I (Ilocos Region),Alilem,Batbato,,R,566
Region I (Ilocos Region),Alilem,Daddaay,,R,700
Region I (Ilocos Region),Alilem,Dalawa,,R,1421
Region I (Ilocos Region),Alilem,Kiat,,R,442
Region I (Ilocos Region),Banayoyo,Bagbagotot,,R,427
Region I (Ilocos Region),Banayoyo,Banbanaal,,R,644
Region I (Ilocos Region),Banayoyo,Bisangol,,R,196
Region I (Ilocos Region),Banayoyo,Cadanglaan,,R,363
Region I (Ilocos Region),Banayoyo,Casilagan Norte,,R,586
Region I (Ilocos Region),Banayoyo,Casilagan Sur,,R,439
Region I (Ilocos Region),Banayoyo,Elefante,,R,618
Region I (Ilocos Region),Banayoyo,Guardia,,R,446
Region I (Ilocos Region),Banayoyo,Lintic,,R,1328
Region I (Ilocos Region),Banayoyo,Lopez,,R,435
Region I (Ilocos Region),Banayoyo,Montero,,R,114
Region I (Ilocos Region),Banayoyo,Naguimba,,R,1035
Region I (Ilocos Region),Banayoyo,Pila,,R,202
Region I (Ilocos Region),Banayoyo,Poblacion,,R,1098
Region I (Ilocos Region),Bantay,Aggay,,R,764
Region I (Ilocos Region),Bantay,An-annam,,R,1405
Region I (Ilocos Region),Bantay,Balaleng,,U,3016
Region I (Ilocos Region),Bantay,Banaoang,,R,451
Region I (Ilocos Region),Bantay,Bulag,,R,2765
Region I (Ilocos Region),Bantay,Buquig,,R,923
Region I (Ilocos Region),Bantay,Cabalanggan,,U,584
Region I (Ilocos Region),Bantay,Cabaroan,,R,941
Region I (Ilocos Region),Bantay,Cabusligan,,R,785
Region I (Ilocos Region),Bantay,Capangdanan,,R,1005
Region I (Ilocos Region),Bantay,Guimod,,U,1118
Region I (Ilocos Region),Bantay,Lingsat,,R,1042
Region I (Ilocos Region),Bantay,Malingeb,,R,1332
Region I (Ilocos Region),Bantay,Mira,,R,896
Region I (Ilocos Region),Bantay,Naguiddayan,,R,767
Region I (Ilocos Region),Bantay,Ora,,R,2285
Region I (Ilocos Region),Bantay,Paing,,R,1625
Region I (Ilocos Region),Bantay,Puspus,,U,453
Region I (Ilocos Region),Bantay,Quimmarayan,,R,583
Region I (Ilocos Region),Bantay,Sagneb,,R,400
Region I (Ilocos Region),Bantay,Sagpat,,R,826
Region I (Ilocos Region),Bantay,San Mariano,Sallacong,R,358
Region I (Ilocos Region),Bantay,San Isidro,,R,983
Region I (Ilocos Region),Bantay,San Julian,,R,972
Region I (Ilocos Region),Bantay,Sinabaan,,U,734
Region I (Ilocos Region),Bantay,Taguiporo,,R,1376
Region I (Ilocos Region),Bantay,Taleb,,U,1953
Region I (Ilocos Region),Bantay,Tay-ac,,R,2595
Region I (Ilocos Region),Bantay,Barangay 1 ,,R,672
Region I (Ilocos Region),Bantay,Barangay 2 ,,R,508
Region I (Ilocos Region),Bantay,Barangay 3 ,,R,1051
Region I (Ilocos Region),Bantay,Barangay 4 ,,U,795
Region I (Ilocos Region),Bantay,Barangay 5 ,,U,664
Region I (Ilocos Region),Bantay,Barangay 6 ,,R,491
Region I (Ilocos Region),Burgos,Ambugat,,R,468
Region I (Ilocos Region),Burgos,Balugang,,R,456
Region I (Ilocos Region),Burgos,Bangbangar,,R,297
Region I (Ilocos Region),Burgos,Bessang,,R,453
Region I (Ilocos Region),Burgos,Cabcaburao,,R,552
Region I (Ilocos Region),Burgos,Cadacad,,R,360
Region I (Ilocos Region),Burgos,Callitong,,R,582
Region I (Ilocos Region),Burgos,Dayanki,,R,762
Region I (Ilocos Region),Burgos,Lesseb,,R,142
Region I (Ilocos Region),Burgos,Lubing,,R,473
Region I (Ilocos Region),Burgos,Lucaban,,R,483
Region I (Ilocos Region),Burgos,Luna,,R,1196
Region I (Ilocos Region),Burgos,Macaoayan,,R,469
Region I (Ilocos Region),Burgos,Mambug,,R,618
Region I (Ilocos Region),Burgos,Manaboc,,R,653
Region I (Ilocos Region),Burgos,Mapanit,,R,266
Region I (Ilocos Region),Burgos,Poblacion Sur,Masingit,R,196
Region I (Ilocos Region),Burgos,Nagpanaoan,,R,413
Region I (Ilocos Region),Burgos,Dirdirig,Dirdirig-Paday,R,946
Region I (Ilocos Region),Burgos,Paduros,,R,717
Region I (Ilocos Region),Burgos,Patac,,R,294
Region I (Ilocos Region),Burgos,Poblacion Norte,Bato,R,360
Region I (Ilocos Region),Burgos,Sabangan Pinggan,,R,346
Region I (Ilocos Region),Burgos,Subadi Norte,,R,442
Region I (Ilocos Region),Burgos,Subadi Sur,,R,161
Region I (Ilocos Region),Burgos,Taliao,,R,688
Region I (Ilocos Region),Cabugao,Alinaay,,R,852
Region I (Ilocos Region),Cabugao,Aragan,,R,934
Region I (Ilocos Region),Cabugao,Arnap,,R,1310
Region I (Ilocos Region),Cabugao,Baclig ,,U,2446
Region I (Ilocos Region),Cabugao,Bato,,R,532
Region I (Ilocos Region),Cabugao,Bonifacio ,,U,1438
Region I (Ilocos Region),Cabugao,Bungro,,R,434
Region I (Ilocos Region),Cabugao,Cacadiran,,R,1076
Region I (Ilocos Region),Cabugao,Caellayan,,R,1054
Region I (Ilocos Region),Cabugao,Carusipan,,R,641
Region I (Ilocos Region),Cabugao,Catucdaan,,R,1002
Region I (Ilocos Region),Cabugao,Cuancabal,,U,1137
Region I (Ilocos Region),Cabugao,Cuantacla,,R,855
Region I (Ilocos Region),Cabugao,Daclapan,,R,2396
Region I (Ilocos Region),Cabugao,Dardarat,,R,1549
Region I (Ilocos Region),Cabugao,Lipit,,R,889
Region I (Ilocos Region),Cabugao,Maradodon,,R,730
Region I (Ilocos Region),Cabugao,Margaay,,R,996
Region I (Ilocos Region),Cabugao,Nagsantaan,,R,381
Region I (Ilocos Region),Cabugao,Nagsincaoan,,R,418
Region I (Ilocos Region),Cabugao,Namruangan,,R,2015
Region I (Ilocos Region),Cabugao,Pila,,R,834
Region I (Ilocos Region),Cabugao,Pug-os,,R,2077
Region I (Ilocos Region),Cabugao,Quezon ,,R,2031
Region I (Ilocos Region),Cabugao,Reppaac,,R,295
Region I (Ilocos Region),Cabugao,Rizal ,,U,1226
Region I (Ilocos Region),Cabugao,Sabang,,R,1419
Region I (Ilocos Region),Cabugao,Sagayaden,,R,1256
Region I (Ilocos Region),Cabugao,Salapasap,,R,1848
Region I (Ilocos Region),Cabugao,Salomague,,R,1675
Region I (Ilocos Region),Cabugao,Sisim,,R,709
Region I (Ilocos Region),Cabugao,Turod,,R,1479
Region I (Ilocos Region),Cabugao,Turod-Patac,,R,950
Region I (Ilocos Region),City of Candon,Allangigan Primero,,R,1202
Region I (Ilocos Region),City of Candon,Allangigan Segundo,,R,1170
Region I (Ilocos Region),City of Candon,Amguid,,R,686
Region I (Ilocos Region),City of Candon,Ayudante,,U,1123
Region I (Ilocos Region),City of Candon,Bagani Camposanto,,U,2156
Region I (Ilocos Region),City of Candon,Bagani Gabor,,R,538
Region I (Ilocos Region),City of Candon,Bagani Tocgo,,R,559
Region I (Ilocos Region),City of Candon,Bagani Ubbog,,R,1708
Region I (Ilocos Region),City of Candon,Bagar,,R,1260
Region I (Ilocos Region),City of Candon,Balingaoan,,R,1667
Region I (Ilocos Region),City of Candon,Bugnay,,R,759
Region I (Ilocos Region),City of Candon,Calaoaan,,R,2608
Region I (Ilocos Region),City of Candon,Calongbuyan,,R,2889
Region I (Ilocos Region),City of Candon,Caterman,,R,2652
Region I (Ilocos Region),City of Candon,Cubcubboot,,R,463
Region I (Ilocos Region),City of Candon,Darapidap,,R,3327
Region I (Ilocos Region),City of Candon,Langlangca Primero,,R,635
Region I (Ilocos Region),City of Candon,Langlangca Segundo,,R,1226
Region I (Ilocos Region),City of Candon,Oaig-Daya,,U,2041
Region I (Ilocos Region),City of Candon,Palacapac,,R,819
Region I (Ilocos Region),City of Candon,Paras,,U,1471
Region I (Ilocos Region),City of Candon,Parioc Primero,,R,1383
Region I (Ilocos Region),City of Candon,Parioc Segundo,,R,1696
Region I (Ilocos Region),City of Candon,Patpata Primero,,R,1200
Region I (Ilocos Region),City of Candon,Patpata Segundo,,R,1755
Region I (Ilocos Region),City of Candon,Paypayad,,R,2386
Region I (Ilocos Region),City of Candon,Salvador Primero,,R,956
Region I (Ilocos Region),City of Candon,Salvador Segundo,,R,799
Region I (Ilocos Region),City of Candon,San Agustin,,U,1875
Region I (Ilocos Region),City of Candon,San Andres,,R,662
Region I (Ilocos Region),City of Candon,San Antonio ,,U,1006
Region I (Ilocos Region),City of Candon,San Isidro ,,U,1833
Region I (Ilocos Region),City of Candon,San Jose ,,U,1811
Region I (Ilocos Region),City of Candon,San Juan ,,U,731
Region I (Ilocos Region),City of Candon,San Nicolas,,U,2690
Region I (Ilocos Region),City of Candon,San Pedro,,R,717
Region I (Ilocos Region),City of Candon,Santo Tomas,,R,635
Region I (Ilocos Region),City of Candon,Tablac,,U,3562
Region I (Ilocos Region),City of Candon,Talogtog,,R,1992
Region I (Ilocos Region),City of Candon,Tamurong Primero,,R,1392
Region I (Ilocos Region),City of Candon,Tamurong Segundo,,R,900
Region I (Ilocos Region),City of Candon,Villarica,,R,492
Region I (Ilocos Region),Caoayan,Anonang Mayor,,R,958
Region I (Ilocos Region),Caoayan,Anonang Menor,,R,1099
Region I (Ilocos Region),Caoayan,Baggoc,,R,775
Region I (Ilocos Region),Caoayan,Callaguip,,R,942
Region I (Ilocos Region),Caoayan,Caparacadan,,R,335
Region I (Ilocos Region),Caoayan,Fuerte,,R,2675
Region I (Ilocos Region),Caoayan,Manangat,,R,978
Region I (Ilocos Region),Caoayan,Naguilian,,R,1238
Region I (Ilocos Region),Caoayan,Nansuagao,,R,863
Region I (Ilocos Region),Caoayan,Pandan,,R,1229
Region I (Ilocos Region),Caoayan,Pantay-Quitiquit,,R,432
Region I (Ilocos Region),Caoayan,Don Dimas Querubin ,,R,1155
Region I (Ilocos Region),Caoayan,Puro,,R,1106
Region I (Ilocos Region),Caoayan,Pantay Tamurong,,R,1914
Region I (Ilocos Region),Caoayan,Villamar,,R,1771
Region I (Ilocos Region),Caoayan,Don Alejandro Quirolgico ,,R,1163
Region I (Ilocos Region),Caoayan,Don Lorenzo Querubin ,,R,941
Region I (Ilocos Region),Cervantes,Aluling,,R,1409
Region I (Ilocos Region),Cervantes,Comillas North,,R,2333
Region I (Ilocos Region),Cervantes,Comillas South,,R,2154
Region I (Ilocos Region),Cervantes,Concepcion ,,R,2041
Region I (Ilocos Region),Cervantes,Dinwede East,,R,739
Region I (Ilocos Region),Cervantes,Dinwede West,,R,827
Region I (Ilocos Region),Cervantes,Libang,,R,1044
Region I (Ilocos Region),Cervantes,Pilipil,,R,493
Region I (Ilocos Region),Cervantes,Remedios,,R,1141
Region I (Ilocos Region),Cervantes,Rosario ,,R,2344
Region I (Ilocos Region),Cervantes,San Juan,,R,2148
Region I (Ilocos Region),Cervantes,San Luis,,R,918
Region I (Ilocos Region),Cervantes,Malaya,,R,1858
Region I (Ilocos Region),Galimuyod,Abaya,,R,281
Region I (Ilocos Region),Galimuyod,Baracbac,,R,314
Region I (Ilocos Region),Galimuyod,Bidbiday,,R,815
Region I (Ilocos Region),Galimuyod,Bitong,,R,198
Region I (Ilocos Region),Galimuyod,Borobor,,R,308
Region I (Ilocos Region),Galimuyod,Calimugtong,,R,471
Region I (Ilocos Region),Galimuyod,Calongbuyan,,R,530
Region I (Ilocos Region),Galimuyod,Calumbaya,,R,265
Region I (Ilocos Region),Galimuyod,Daldagan,,R,446
Region I (Ilocos Region),Galimuyod,Kilang,,R,215
Region I (Ilocos Region),Galimuyod,Legaspi,,R,338
Region I (Ilocos Region),Galimuyod,Mabayag,,R,323
Region I (Ilocos Region),Galimuyod,Matanubong,,R,156
Region I (Ilocos Region),Galimuyod,Mckinley,,R,518
Region I (Ilocos Region),Galimuyod,Nagsingcaoan,,R,354
Region I (Ilocos Region),Galimuyod,Oaig-Daya,,R,279
Region I (Ilocos Region),Galimuyod,Pagangpang,,R,432
Region I (Ilocos Region),Galimuyod,Patac,,R,1370
Region I (Ilocos Region),Galimuyod,Poblacion,,R,461
Region I (Ilocos Region),Galimuyod,Rubio,,R,664
Region I (Ilocos Region),Galimuyod,Sabangan-Bato,,R,551
Region I (Ilocos Region),Galimuyod,Sacaang,,R,434
Region I (Ilocos Region),Galimuyod,San Vicente,,R,226
Region I (Ilocos Region),Galimuyod,Sapang,,R,295
Region I (Ilocos Region),Gregorio del Pilar,Alfonso,Tangaoan,R,997
Region I (Ilocos Region),Gregorio del Pilar,Bussot,,R,452
Region I (Ilocos Region),Gregorio del Pilar,Concepcion,,R,747
Region I (Ilocos Region),Gregorio del Pilar,Dapdappig,,R,546
Region I (Ilocos Region),Gregorio del Pilar,Matue-Butarag,,R,687
Region I (Ilocos Region),Gregorio del Pilar,Poblacion Norte,,R,560
Region I (Ilocos Region),Gregorio del Pilar,Poblacion Sur,,R,483
Region I (Ilocos Region),Lidlidda,Banucal,,R,676
Region I (Ilocos Region),Lidlidda,Bequi-Walin,,R,555
Region I (Ilocos Region),Lidlidda,Bugui,,R,239
Region I (Ilocos Region),Lidlidda,Calungbuyan,,R,235
Region I (Ilocos Region),Lidlidda,Carcarabasa,,R,432
Region I (Ilocos Region),Lidlidda,Labut,,R,303
Region I (Ilocos Region),Lidlidda,Poblacion Norte,,R,963
Region I (Ilocos Region),Lidlidda,Poblacion Sur,,R,366
Region I (Ilocos Region),Lidlidda,San Vicente,,R,452
Region I (Ilocos Region),Lidlidda,Suysuyan,,R,328
Region I (Ilocos Region),Lidlidda,Tay-ac,,R,156
Region I (Ilocos Region),Magsingal,Alangan,,R,940
Region I (Ilocos Region),Magsingal,Bacar,,R,584
Region I (Ilocos Region),Magsingal,Barbarit,,R,879
Region I (Ilocos Region),Magsingal,Bungro,,R,1587
Region I (Ilocos Region),Magsingal,Cabaroan,,R,625
Region I (Ilocos Region),Magsingal,Cadanglaan,,R,204
Region I (Ilocos Region),Magsingal,Caraisan,,R,794
Region I (Ilocos Region),Magsingal,Dacutan,,R,884
Region I (Ilocos Region),Magsingal,Labut,,R,788
Region I (Ilocos Region),Magsingal,Maas-asin,,R,845
Region I (Ilocos Region),Magsingal,Macatcatud,,R,894
Region I (Ilocos Region),Magsingal,Namalpalan,,R,1199
Region I (Ilocos Region),Magsingal,Manzante,,R,1951
Region I (Ilocos Region),Magsingal,Maratudo,,R,1319
Region I (Ilocos Region),Magsingal,Miramar,,R,1449
Region I (Ilocos Region),Magsingal,Napo,,R,1033
Region I (Ilocos Region),Magsingal,Pagsanaan Norte,,R,515
Region I (Ilocos Region),Magsingal,Pagsanaan Sur,,R,656
Region I (Ilocos Region),Magsingal,Panay Norte,,R,1506
Region I (Ilocos Region),Magsingal,Panay Sur,,R,673
Region I (Ilocos Region),Magsingal,Patong,,R,1534
Region I (Ilocos Region),Magsingal,Puro,,U,4785
Region I (Ilocos Region),Magsingal,San Basilio ,,R,437
Region I (Ilocos Region),Magsingal,San Clemente ,,R,924
Region I (Ilocos Region),Magsingal,San Julian ,,R,488
Region I (Ilocos Region),Magsingal,San Lucas ,,R,664
Region I (Ilocos Region),Magsingal,San Ramon ,,R,870
Region I (Ilocos Region),Magsingal,San Vicente ,,R,786
Region I (Ilocos Region),Magsingal,Santa Monica,,U,766
Region I (Ilocos Region),Magsingal,Sarsaracat,,R,729
